CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
C12335,937.276757,1,45.65,45.65,0,19.995297,0.083333,0.083333,0,0.083333,1,1,1000,335.809644,442.354727,0,12,1,PAYMENT,3644.85,C2030138610,24111,20466.15,M1109752797,0,0,0
C12336,776.255666,1,6842.23,4938.13,1904.1,0,1,1,1,0,0,112,3500,5588.683151,280.509038,0.5,12,1,PAYMENT,12462.9,C1988746735,33180,20717.1,M1752856108,0,0,0
C12337,815.832195,0.5,211.22,83,128.22,3214.78962,0.6,0.1,0.5,0.2,23,6,3500,1664.863771,168.230369,0,10,1,PAYMENT,3014.54,C439232821,15485,12470.46,M1933328958,0,0,0
C12338,4939.64603,1,470.54,139.38,331.16,8753.243163,0.75,0.333333,0.583333,0.916667,39,14,10000,11721.86573,1183.292044,0.083333,12,1,PAYMENT,5880.33,C1264754451,11593,5712.67,M1888639813,0,0,0
C12339,1053.59473,1,1450,1450,0,0,0.125,0.125,0,0,0,1,1500,397.090516,227.143184,0,8,1,PAYMENT,14025.72,C463381475,20309,6283.28,M178401052,0,0,0
C12340,1877.424948,1,170.07,118.2,51.87,0,0.166667,0.166667,0.166667,0,0,2,6000,248.81801,264.497515,0,6,1,PAYMENT,12187.88,C1441243996,22472,10284.12,M936219350,0,0,0
C12341,8.928211,0.727273,105.78,105.78,0,0,0.416667,0.416667,0,0,0,6,3500,199.171196,88.814442,0.5,12,1,PAYMENT,10777.89,C1495445111,105804,95026.11,M1113829504,0,0,0
C12342,2139.919711,1,330.89,71.4,259.49,2649.967098,0.5,0.083333,0.416667,0.416667,18,7,6000,703.005516,720.646441,0,12,1,PAYMENT,708.82,C720770771,43324,42615.18,M1911978617,0,0,0
C12343,137.909416,1,897.42,684.12,213.3,0,0.916667,0.916667,0.583333,0,0,27,7000,965.182597,191.931603,0.083333,12,1,DEBIT,5633.3,C1038820134,61694,56060.7,C1961176822,49578,0,0
C12344,1301.549278,1,0,0,0,72.681585,0,0,0,0.083333,1,0,1500,317.211622,531.398722,0,12,1,PAYMENT,2223.41,C1658020779,17,0,M2022285740,0,0,0
C12345,287.140554,0.636364,316.78,0,316.78,0,0.75,0,0.75,0,0,15,4500,1308.806298,248.833196,0,12,1,PAYMENT,2195.63,C988690806,9320,7124.37,M1593368350,0,0,0
C12346,26.621291,0.363636,426.83,426.83,0,0,0.416667,0.416667,0,0,0,5,6000,195.490843,88.384521,0,12,1,DEBIT,1668.11,C667890001,1080,0,C673068808,17145.04,9672.67,0
C12347,6887.915143,1,4340.42,3608.17,732.25,7028.901031,1,1,0.916667,0.833333,29,59,11500,16616.23528,1688.710521,0.083333,12,1,TRANSFER,281425.06,C310276293,0,0,C1831477404,299995.48,247063.16,0
C12348,740.382347,1,1672.35,1571.35,101,310.806852,0.666667,0.5,0.416667,0.25,3,15,5500,1437.155317,287.831911,0,12,1,TRANSFER,18561.23,C1494277749,0,0,C1629911510,192136.35,15375.37,0
C12349,2719.526277,1,448.07,448.07,0,3474.764847,0.25,0.25,0,0.333333,4,7,3000,3537.693441,1105.400886,0.083333,12,1,TRANSFER,39069.42,C1091107430,0,0,C22805895,238390.23,651524.92,0
C12350,9.75539,0.909091,219.37,219.37,0,0,1,1,0,0,0,12,6000,216.850592,76.604414,0.25,12,1,TRANSFER,63186.93,C521342639,0,0,C1123629720,150527.05,46393.85,0
C12351,1689.319684,1,724.83,0,724.83,0,0.583333,0,0.583333,0,0,7,1500,1462.037592,3397.732291,0,12,1,TRANSFER,419757.69,C2114629072,0,0,C998351292,559328.89,1015132.48,0
C12352,62.053779,0.636364,29.6,29.6,0,838.60032,0.083333,0.083333,0,0.083333,2,1,6000,1576.039085,108.744838,0.166667,12,1,TRANSFER,127920.4,C557197074,0,0,C977993101,330781.11,965870.05,0
C12353,1417.474456,1,144.49,144.49,0,0,0.416667,0.416667,0,0,0,6,1500,348.50421,417.305741,0,12,1,TRANSFER,11136.72,C669725336,0,0,C1782580546,16180.11,27316.83,0
C12354,1613.321542,1,252,252,0,0,0.166667,0.166667,0,0,0,3,1800,833.515706,592.475313,0,12,1,TRANSFER,33782.98,C537536188,0,0,C1973538135,39134.79,16896.7,0
C12355,392.194003,1,788.14,788.14,0,0,0.166667,0.166667,0,0,0,2,9000,1041.707049,192.452296,0,12,1,TRANSFER,3776389.09,C197491520,0,0,C1883840933,1.01E+07,1.69E+07,0
C12356,936.041324,1,1141.24,999.08,142.16,0,0.666667,0.166667,0.583333,0,0,12,1200,1225.983876,2595.332901,0,12,1,TRANSFER,1127058.69,C458998685,0,0,C453211571,1517620.71,3461666.05,0
C12357,527.761784,1,2702.57,1942.77,759.8,0,1,0.5,0.75,0,0,32,3000,1942.140315,188.998017,0.083333,12,1,TRANSFER,112401.53,C1700421020,0,0,C1688019098,259740.13,97263.78,0
C12358,1283.402142,1,1286.34,0,1286.34,0,1,0,1,0,0,35,2100,1470.711716,2972.477983,0,12,1,TRANSFER,668237.36,C345290829,0,0,C1789550256,2115891.91,4619798.56,0
C12359,5355.922523,1,2469.28,905.98,1563.3,5839.680075,0.916667,0.583333,0.833333,0.666667,27,33,8000,1226.857482,2016.38299,0,12,1,TRANSFER,789419.02,C883678948,0,0,C1286084959,1967540.22,2107778.11,0
C12360,15.236618,0.272727,161.5,161.5,0,0,0.166667,0.166667,0,0,0,1,3000,912.737392,114.337421,0,12,1,TRANSFER,569068.84,C1906947271,0,0,C1782113663,1001253.72,3997768.55,0
C12361,153.003135,1,96.2,0,96.2,0,0.833333,0,0.833333,0,0,10,9000,326.168469,202.58767,0,12,1,TRANSFER,682894.68,C1177072083,0,0,C1023714065,2079321.97,1412484.09,0
C12362,248.200613,1,2329.12,1567.22,761.9,0,1,0.916667,0.583333,0,0,31,5500,812.097275,231.774034,0.166667,12,1,TRANSFER,443116.03,C2010070923,0,0,C564160838,1299990.45,1254956.07,0
C12363,1466.91925,1,0,0,0,37.691257,0,0,0,0.166667,2,0,1500,323.642185,429.538368,0,12,1,TRANSFER,3942.44,C502891368,0,0,C1225616405,25716.56,0,0
C12364,1777.056105,1,1083.12,0,1083.12,0,1,0,1,0,0,24,4000,383.231247,659.560532,0,12,1,TRANSFER,539430.95,C566891420,0,0,C1750905143,595549.33,424250.45,0
C12365,475.171266,0.727273,1155.4,1155.4,0,0,0.083333,0.083333,0,0,0,1,2000,1264.974166,116.244107,0,12,1,TRANSFER,598782.65,C577734751,0,0,C453211571,2644679.4,3461666.05,0
C12366,1117.683394,0.909091,45.65,45.65,0,0,0.090909,0.090909,0,0,0,1,1200,287.581425,371.232319,0,11,1,TRANSFER,600581.61,C752011518,0,0,C1782113663,1570322.56,3997768.55,0
C12367,6891.424677,1,4399.07,3705.13,693.94,1838.093797,1,1,0.333333,0.25,4,80,11150,1834.501318,1864.863139,0,12,1,TRANSFER,221297.05,C2103569615,0,0,C1318822808,595455.57,500631.71,0
C12368,14.68344,0.363636,67.44,67.44,0,0,0.083333,0.083333,0,0,0,1,4000,82.000743,57.564463,0,12,1,TRANSFER,249592.99,C214320652,0,0,C1318822808,816752.62,500631.71,0
C12369,1475.973063,1,181.63,181.63,0,2252.747969,0.916667,0.916667,0,0.5,17,13,1800,2588.459613,960.647101,0.083333,12,1,PAYMENT,5170.23,C1379207867,184781,179610.77,M1746578747,0,0,0
C12370,986.583117,0.727273,0,0,0,1350.155793,0,0,0,0.090909,1,0,1500,276.229102,362.442402,0,11,1,PAYMENT,8553.73,C443491171,69404,60850.27,M606593028,0,0,0
C12371,955.41412,1,0,0,0,1145.252721,0,0,0,0.25,4,0,1200,1402.659723,372.641361,0,12,1,CASH_OUT,9980.32,C1589466857,12936,2955.68,C1018298342,0,9980.32,0
C12372,447.808002,1,1593.29,214.2,1379.09,0,1,0.25,0.916667,0,0,36,7000,1660.750541,188.340279,0,12,1,PAYMENT,11982.62,C1676888944,22386,10403.38,M6559830,0,0,0
C12373,3304.423662,1,0,0,0,1270.287892,0,0,0,0.416667,9,0,7000,1026.076088,1478.485801,0,12,1,DEBIT,2763.95,C458817438,60249,57485.05,C846947180,10137.14,12901.08,0
C12374,1135.629139,1,398.64,0,398.64,0,1,0,1,0,0,12,1500,364.300862,449.07262,0,12,1,CASH_OUT,265763.02,C795273218,57485.05,0,C985934102,1784963.53,971418.91,0
C12375,933.150722,0.727273,0,0,0,1374.764359,0,0,0,0.090909,1,0,1500,360.729411,335.993476,0,11,1,PAYMENT,2364.01,C1454870101,31392,29027.99,M1982958205,0,0,0
C12376,1055.369866,0.545455,0,0,0,3776.644822,0,0,0,0.166667,2,0,6000,2924.470714,195.294122,0,12,1,PAYMENT,1432.47,C709439274,7102,5669.53,M846718105,0,0,0
C12377,5897.491823,1,0,0,0,3318.487381,0,0,0,0.333333,8,0,7500,1417.970244,1809.974326,0,12,1,PAYMENT,233.76,C1482166692,54214,53980.24,M583015088,0,0,0
C12378,0,0,176.03,176.03,0,0,0.125,0.125,0,0,0,1,7000,0,,0,8,1,PAYMENT,13259.12,C1091781053,581420.54,568161.42,M1280128554,0,0,0
C12381,21.377711,0.636364,312.1,0,312.1,0,0.583333,0,0.583333,0,0,7,2000,497.127166,145.605731,1,12,1,PAYMENT,2364.34,C1409342262,568161.42,565797.08,M1991724700,0,0,0
C12382,4920.036231,1,1562.43,249.24,1313.19,0,1,0.25,1,0,0,42,13000,1851.996908,1178.476722,0,12,1,PAYMENT,3903.48,C762509150,11308,7404.52,M145455292,0,0,0
C12383,4071.792166,1,1721.66,551.17,1170.49,0,1,0.5,1,0,0,27,10000,1065.894938,1173.307383,0,12,1,TRANSFER,301298.69,C1520491508,213449,0,C662736689,25871.21,4891090.56,0
C12384,1138.534442,1,8665.38,6120.4,2544.98,0,1,1,1,0,0,104,9500,8216.880805,240.601287,0.166667,12,1,PAYMENT,6623.21,C380616082,1036,0,M744316958,0,0,0
C12385,1158.67621,0.909091,1036.68,150,886.68,1789.779133,0.916667,0.083333,0.833333,0.333333,11,22,1700,2790.066228,1281.453534,0,12,1,DEBIT,1009.43,C2145420209,23322,22312.57,C1531333864,476138.03,55974.56,0
C12386,2093.844656,1,0,0,0,1307.898095,0,0,0,0.083333,2,0,3000,470.841807,912.479272,0,12,1,PAYMENT,1639.33,C600017090,5912,4272.67,M1215029765,0,0,0
C12387,299.464702,1,1439.49,593,846.49,0,1,0.166667,1,0,0,31,6000,1323.74446,200.986504,0,12,1,PAYMENT,2033.14,C259077766,186592,184558.86,M1962398162,0,0,0
C12388,21.928045,0.909091,190.45,190.45,0,49.196465,0.166667,0.166667,0,0.083333,1,2,8500,155.609598,66.465635,0,12,1,TRANSFER,45864.43,C1263391254,10675,0,C85777802,42769.62,0,0
C12389,657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000,632.225833,350.841821,0.2,7,1,PAYMENT,11411.34,C1554086576,90587,79175.66,M1516417700,0,0,0
C12390,74.34204,1,724.52,200,524.52,0,1,0.083333,1,0,0,13,4000,529.362717,189.362616,0.916667,12,1,PAYMENT,23.31,C273777019,45360,45336.69,M891894789,0,0,0
C12391,2664.700424,1,715.51,109,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500,918.003032,792.902894,0,12,1,PAYMENT,613.83,C1644864746,368,0,M766696861,0,0,0
C12392,900.482738,1,0,0,0,77.012362,0,0,0,0.083333,1,0,1000,197.631228,214.62422,0,12,1,PAYMENT,7154.46,C829737737,10115,2960.54,M1296109622,0,0,0
C12393,1146.202492,1,0,0,0,58.697369,0,0,0,0.25,3,0,1200,290.331406,353.360027,0,12,1,PAYMENT,1091.54,C2061226112,74850,73758.46,M1103017075,0,0,0
C12394,9.72453,0.272727,158.34,0,158.34,0,0.333333,0,0.333333,0,0,4,6000,182.175514,55.480481,0.363636,12,1,PAYMENT,3193.99,C1443173326,29992,26798.01,M318794136,0,0,0
C12395,3037.608728,1,173.48,173.48,0,382.582455,0.166667,0.166667,0,0.166667,6,3,3000,869.253948,4682.965732,0,12,1,PAYMENT,1849.56,C939254952,10426,8576.44,M55755528,0,0,0
C12396,25.184241,0.181818,0,0,0,519.538738,0,0,0,0.083333,5,0,6000,2161.530837,55.542128,1,12,1,PAYMENT,4170.82,C2100771791,31251,27080.18,M1835778392,0,0,0
C12397,1100.941072,1,117.32,117.32,0,5573.767921,0.25,0.25,0,0.5,7,3,1500,4017.742718,273.139411,0.111111,12,1,PAYMENT,4099.91,C98412281,21262,17162.09,M268599241,0,0,0
C12398,64.078171,0.909091,1049,0,1049,0,1,0,1,0,0,14,5000,1072.021707,153.531842,0.727273,12,1,PAYMENT,5923.01,C1420810053,6057,133.99,M1736293769,0,0,0
C12399,1.059425,0.363636,23.91,23.91,0,0,0.333333,0.333333,0,0,0,4,15500,31.845894,22.081988,0.111111,12,1,TRANSFER,208376.61,C268379633,133.99,0,C716083600,1541573.96,2444985.19,0
C12400,1095.041551,1,1132.36,377.44,754.92,0,1,0.333333,1,0,0,43,2500,410.973222,405.230106,0,12,1,TRANSFER,131033.44,C201392112,0,0,C1335050193,141691.68,353532.56,0
C12401,234.700486,1,82,82,0,0,0.083333,0.083333,0,0,0,2,4200,350.773984,215.834479,0,12,1,TRANSFER,223848.92,C641664202,0,0,C1526298704,249663.72,32092.07,0
C12402,7156.345546,1,0,0,0,2506.083985,0,0,0,0.25,6,0,18000,3447.733455,1608.111732,0,12,1,TRANSFER,68332.36,C748975217,0,0,C1782113663,2170904.16,3997768.55,0
C12403,1435.703308,1,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3,15,7500,453.692206,358.574883,0,12,1,TRANSFER,205368.78,C1510087865,0,0,C985934102,2050726.55,971418.91,0
C12404,325.024091,1,2251.62,1964.05,287.57,141.021854,0.916667,0.666667,0.5,0.083333,1,20,9500,2258.1657,169.123707,0.888889,12,1,TRANSFER,424141.36,C1366722422,0,0,C2083562754,763134.49,1186556.81,0
C12405,4395.237251,1,2514.3,985.11,1529.19,0,1,0.666667,1,0,0,32,5000,2095.014385,1960.982734,0,12,1,TRANSFER,373185.07,C254918854,0,0,C401424608,430989.2,1178808.14,0
C12406,25.379719,0.571429,179,0,179,0,0.857143,0,0.714286,0,0,6,4000,308.793382,73.19845,0,7,1,TRANSFER,2258388.15,C12139181,0,0,C1789550256,2784129.27,4619798.56,0
C12407,400.69973,1,3108.01,0,3108.01,0,1,0,1,0,0,16,10500,3166.91554,175.704497,0.545455,12,1,TRANSFER,250968.18,C1251219927,0,0,C1782113663,2239236.52,3997768.55,0
C12408,3044.269636,1,93.31,93.31,0,789.697144,0.083333,0.083333,0,0.166667,2,1,3500,670.719989,949.520589,0,12,1,TRANSFER,19772.53,C792488644,0,0,C2094777811,44486.99,64259.52,0
C12409,435.905875,0.454545,2877.09,1561.04,1316.05,204.935422,1,0.333333,1,0.083333,2,51,3500,2975.275558,112.893466,0,12,1,TRANSFER,43023.82,C780843029,0,0,C660143728,56750.45,42450.71,0
C12410,5257.807308,1,2331.68,1088.04,1243.64,10291.12574,0.75,0.333333,0.666667,0.583333,10,34,17500,2543.033209,1237.405459,0,12,1,TRANSFER,1628887.72,C1739555643,0,0,C451111351,1986951.69,3940085.21,0
C12411,3860.238072,1,11.41,11.41,0,0,0.166667,0.166667,0,0,0,2,10000,7280.584479,1013.780486,0.083333,12,1,TRANSFER,755499.13,C220165304,0,0,C1262822392,8637055.36,1.25E+07,0
C12412,1514.750841,1,3873.5,2642.14,1231.36,2306.919698,1,1,1,0.416667,6,50,8500,3729.948989,436.253648,0,12,1,TRANSFER,289203.45,C1094272405,0,0,C998351292,979086.58,1015132.48,0
C12413,6509.334652,1,538.51,538.51,0,7232.069823,0.333333,0.333333,0,0.666667,20,4,12000,1355.948713,1471.164439,0,12,1,TRANSFER,902485.36,C973604791,0,0,C392292416,2016196.28,3420103.09,0
C12414,3338.863375,1,775,365,410,0,0.583333,0.166667,0.416667,0,0,8,8500,920.748289,784.929199,0,12,1,TRANSFER,351854.11,C564526486,0,0,C451111351,3615839.41,3940085.21,0
C12415,3281.958491,1,398.08,0,398.08,6694.105562,0.416667,0,0.416667,0.583333,20,9,8000,8092.781701,872.208375,0.083333,12,1,TRANSFER,605790.2,C1466558382,0,0,C401424608,804174.27,1178808.14,0
C12416,5932.367808,1,0,0,0,4253.311089,0,0,0,0.5,10,0,6000,2657.196453,4431.645308,0,12,1,TRANSFER,353312.93,C1551303995,0,0,C977993101,458701.51,965870.05,0
C12417,994.367302,0.857143,0,0,0,4058.539188,0,0,0,0.571429,15,0,10000,168.100048,237.414459,0,7,1,TRANSFER,855931.4,C649630909,0,0,C1234776885,1329839.38,2025098.66,0
C12418,5925.120611,1,1763.89,258.43,1505.46,0,1,0.25,1,0,0,195,6500,2557.841292,2268.544117,0,12,1,TRANSFER,699928.86,C679449777,0,0,C998351292,1268290.04,1015132.48,0
C12419,162.54754,0.909091,405.61,0,405.61,0,0.916667,0,0.916667,0,0,23,2200,612.674738,130.269702,0,12,1,PAYMENT,5886.25,C817054343,29735.29,23849.03,M1418315639,0,0,0
C12420,1070.486185,1,818.64,0,818.64,0,1,0,1,0,0,24,1000,976.831849,1926.566967,0,12,1,TRANSFER,200774.62,C913746983,23849.03,0,C1810132623,255089.02,97128.19,0
C12421,4059.211725,1,0,0,0,4524.312762,0,0,0,0.25,4,0,5000,3246.575307,866.693315,0,12,1,DEBIT,1088.94,C1660451908,5096,4007.06,C2001112025,13100.81,0,0
C12422,8356.277203,1,983.24,983.24,0,2329.181013,0.166667,0.166667,0,0.333333,7,4,14000,3468.13596,2412.958258,0,12,1,PAYMENT,3500,C1224064486,103588,100088,M1381857776,0,0,0
C12423,929.115076,1,611.71,591.71,20,0,0.5,0.5,0.166667,0,0,11,1200,1019.527645,273.627647,0,12,1,TRANSFER,109552.96,C1363800072,9915.47,0,C1360767589,1846787.05,2107965.39,0
C12424,2159.370933,1,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3,17,2500,1030.373212,521.492992,0,12,1,TRANSFER,59531.87,C1886567481,0,0,C998351292,1968218.89,1015132.48,0
C12425,4523.499003,1,0,0,0,966.297398,0,0,0,0.083333,2,0,9500,1348.018275,1101.578675,0,12,1,TRANSFER,133637.07,C361571676,0,0,C306206744,1921882.33,3554299.27,0
C12426,753.703481,1,0,0,0,899.346012,0,0,0,0.083333,2,0,1200,1065.666403,160.863666,0.083333,12,1,TRANSFER,75752.73,C749100260,0,0,C1688019098,372141.66,97263.78,0
C12427,3778.609797,1,878.29,631.27,247.02,0,0.583333,0.5,0.25,0,0,13,8500,883.744982,858.064557,0,12,1,TRANSFER,100362.16,C846274760,0,0,C747464370,876637.74,1567434.81,0
C12428,947.457151,1,1787.83,126.24,1661.59,458.961661,1,0.083333,1,0.083333,1,61,4000,574.055852,259.977392,0.166667,12,1,TRANSFER,191177.92,C1460126155,0,0,C716083600,1749950.57,2444985.19,0
C12429,606.323282,1,299.9,299.9,0,0,0.25,0.25,0,0,0,3,4200,502.64224,204.447891,0,12,1,TRANSFER,435589.96,C727497138,0,0,C401424608,1409964.46,1178808.14,0
C12430,73.379518,1,875.38,0,875.38,0,1,0,1,0,0,16,6500,688.546903,196.362677,0.75,12,1,TRANSFER,1950.77,C889422145,0,0,C614685048,106511.31,0,0
C12431,516.49276,1,380,380,0,1004.279993,0.333333,0.333333,0,0.5,11,6,1200,415.924157,247.45192,0,12,1,TRANSFER,2223005.62,C248483913,0,0,C248609774,3831539.16,6453430.91,0
C12432,906.107168,1,2354.06,215.87,2138.19,0,1,0.333333,1,0,0,51,4000,2230.320729,224.547489,0,12,1,TRANSFER,902505.61,C1731137986,0,0,C932583850,1571970.16,2719172.89,0
C12433,2220.063789,1,2530.12,2530.12,0,157.109678,1,1,0,0.083333,3,85,2500,3275.790625,594.769152,0,12,1,TRANSFER,1201716.66,C695248316,0,0,C665576141,4139387.14,5515763.34,0
C12434,15532.33972,1,1168.75,0,1168.75,3183.037625,0.916667,0,0.916667,0.25,5,11,16500,3906.738592,3379.593046,0,12,1,TRANSFER,494972.01,C5255258,0,0,C1234776885,2185770.78,2025098.66,0
C12435,205.123752,1,2066.08,1245.3,820.78,0,1,1,1,0,0,41,7500,2597.718416,201.214315,0.916667,12,1,TRANSFER,1417001.19,C1928312257,0,0,C306206744,2055519.4,3554299.27,0
C12436,788.257316,1,9113.78,6138.57,2975.21,0,1,1,1,0,0,128,12000,7035.994095,243.938058,1,12,1,PAYMENT,3445.96,C1834031967,8576,5130.04,M1092619788,0,0,0
C12437,1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6,25,1800,534.728641,892.117717,0,12,1,PAYMENT,2650.82,C1089680530,3113,462.18,M1337835760,0,0,0
C12438,1381.753281,1,0,0,0,648.228793,0,0,0,0.083333,1,0,2400,3112.377295,3102.98565,0,12,1,PAYMENT,2073.2,C718512571,21363.74,19290.55,M1807911555,0,0,0
C12439,405.162601,0.545455,0,0,0,4679.312402,0,0,0,0.25,8,0,17000,8946.495566,153.782546,0.75,12,1,CASH_OUT,319825.94,C843867341,19290.55,0,C564160838,1743106.48,1254956.07,0
C12440,372.924756,0.909091,462.7,162.7,300,0,0.5,0.083333,0.416667,0,0,7,1800,1193.383862,114.183944,0.181818,12,1,CASH_OUT,129431.13,C324507700,0,0,C747464370,976999.9,1567434.81,0
C12441,55.681483,1,462.99,0,462.99,0,0.833333,0,0.833333,0,0,12,13500,519.307161,157.208204,1,12,1,CASH_OUT,105351.94,C616443292,0,0,C401424608,1845554.42,1178808.14,0
C12442,2092.855291,1,1624.05,1205.75,418.3,0,0.5,0.25,0.333333,0,0,13,8500,3794.796448,559.169569,0.083333,12,1,CASH_OUT,38167,C1540832538,0,0,C488044861,82599.36,5203.54,0
C12443,556.912886,1,0,0,0,972.223685,0,0,0,0.083333,1,0,4000,1968.065171,188.435841,0.083333,12,1,CASH_OUT,4682.74,C183259297,0,0,C195600860,27134.6,40348.79,0
C12444,6.121105,0.571429,233.9,233.9,0,0,0.428571,0.428571,0,0,0,5,10500,33.010201,53.9438,0,7,1,DEBIT,1280.14,C626393072,15159,13878.86,C1112414583,11898,67762.92,0
C12445,19.112841,1,504.2,0,504.2,0,1,0,1,0,0,20,1000,476.370018,130.862225,0.727273,12,1,DEBIT,3039.84,C1892869131,152809,149769.16,C33524623,2079710.62,1517262.16,0
C12446,7803.470739,1,7184.73,6519.19,665.54,0,1,0.583333,0.916667,0,0,78,11500,2250.502094,3745.116848,0,12,1,PAYMENT,5998,C302987494,164,0,M2047744862,0,0,0
C12447,5274.508501,1,324.96,0,324.96,1392.925291,1,0,1,0.25,5,12,5500,938.073283,2927.486552,0,12,1,PAYMENT,4273,C1882116496,0,0,M389779746,0,0,0
C12448,1887.061349,1,0,0,0,93.437109,0,0,0,0.166667,3,0,2000,411.517239,765.751845,0,12,1,PAYMENT,3637.13,C2081964843,0,0,M1984328477,0,0,0
C12449,152.227891,1,946,536,410,0,0.75,0.25,0.416667,0,0,18,6500,804.255916,169.229664,0.2,12,1,PAYMENT,892.53,C1893899796,29998,29105.47,M991671211,0,0,0
C12450,1193.351573,0.875,0,0,0,1433.85482,0,0,0,0.125,4,0,1500,164.003621,254.022569,0,8,1,PAYMENT,10707.6,C94682872,42496,31788.4,M1086323658,0,0,0
C12451,2544.036536,1,0,0,0,107.710567,0,0,0,0.083333,1,0,7000,1064.575065,587.957563,0,12,1,PAYMENT,6380.75,C608817143,31788.4,25407.65,M1118414398,0,0,0
C12452,63.064197,1,1176.93,0,1176.93,0,1,0,1,0,0,23,7500,1319.009967,64.517961,0.363636,12,1,TRANSFER,271161.74,C1658487789,0,0,C1219161283,0,0,0
C12453,3.29042,0.181818,225.6,0,225.6,0,1,0,1,0,0,12,4000,268.500244,29.584288,0.090909,12,1,TRANSFER,274108.4,C1568949719,0,0,C564160838,2062932.43,1254956.07,0
C12454,182.959331,1,847.88,0,847.88,0,0.666667,0,0.666667,0,0,11,5000,757.48839,193.758424,0.166667,12,1,DEBIT,2676.97,C936906727,94551,91874.03,C824208363,54856.21,0,0
C12455,5082.971064,1,1893.89,1543.89,350,970.708796,1,1,0.416667,0.083333,1,27,9500,1607.021526,1480.26633,0,12,1,PAYMENT,7512.61,C944752500,20574,13061.39,M238874235,0,0,0
C12456,2817.403474,1,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500,3185.017063,1079.066979,0,12,1,PAYMENT,8612.28,C1911138454,137974,129361.72,M112797307,0,0,0
C12457,320.35306,1,2542.61,696.08,1846.53,0,1,0.583333,1,0,0,27,7500,3158.530331,192.272514,0.5,12,1,PAYMENT,413.4,C1082865087,56237.03,55823.63,M699221219,0,0,0
C12458,2801.239086,0.909091,0,0,0,7216.489768,0,0,0,0.583333,9,0,10000,696.538922,1095.734566,0,12,1,PAYMENT,6794.39,C364704856,55823.63,49029.24,M1526305386,0,0,0
C12459,126.289657,0.909091,366.68,0,366.68,175.284005,0.333333,0,0.333333,0.166667,2,4,3000,679.431948,126.692506,0.181818,12,1,PAYMENT,9247.18,C1137078855,5582,0,M1027200,0,0,0
C12460,7985.621826,1,123.24,123.24,0,7949.596045,0.166667,0.166667,0,0.666667,32,2,14500,9438.180272,1961.413154,0,12,1,PAYMENT,2821.51,C1919125229,0,0,M1688150025,0,0,0
C12461,1084.131331,1,803.22,0,803.22,901.628291,1,0,0.916667,0.166667,3,21,1000,866.009167,1038.182688,0,12,1,TRANSFER,378703.81,C347808407,31813,0,C838411509,6353.62,22774.25,0
C12462,5520.201751,1,0,0,0,6218.171457,0,0,0,0.666667,23,0,7000,5878.42845,1719.694161,0,12,1,PAYMENT,9818.95,C1773008684,151,0,M127356954,0,0,0
C12463,109.594389,1,177,177,0,0,0.083333,0.083333,0,0,0,1,1950,170.47103,221.171027,0,12,1,PAYMENT,13268.46,C437630857,5881.44,0,M1475842502,0,0,0
C12464,2416.771489,1,4201.13,3802.21,398.92,3306.574157,1,0.75,1,0.166667,11,82,5500,6091.906636,830.39506,0.2,12,1,CASH_IN,378896.52,C1365575811,0,378896.52,C306206744,3472520.59,3554299.27,0
C12465,5701.848812,1,1126.68,1033.6,93.08,1831.160025,0.833333,0.416667,0.666667,0.333333,5,20,7000,1382.179262,1438.031851,0,12,1,CASH_IN,65671.39,C1817154869,378896.52,444567.92,C716083600,1941128.49,2444985.19,0
C12466,2866.054641,1,0,0,0,236.955668,0,0,0,0.25,4,0,3000,714.738754,799.591816,0,12,1,CASH_IN,35492.2,C1540476618,444567.92,480060.12,C2050019814,377569.57,0,0
C12467,1352.301367,1,263.04,263.04,0,1460.777849,0.083333,0.083333,0,0.166667,3,1,2300,4228.186416,325.737106,0.090909,12,1,CASH_IN,18510.43,C818093527,480060.12,498570.55,C2089016471,20801,34361.39,0
C12468,495.069704,1,2610.3,902.6,1707.7,0,1,0.416667,1,0,0,34,8500,2217.869091,219.629629,0.25,12,1,CASH_IN,83587.86,C1234905692,498570.55,582158.41,C1219161283,271161.74,0,0
C12469,1299.93337,1,0,0,0,916.37094,0,0,0,0.083333,2,0,2400,303.052882,453.831541,0,12,1,CASH_IN,62455.76,C1500379239,582158.41,644614.17,C1359044626,171158.16,16518.36,0
