product_id,product_category_name,month_year,qty,unit_price,freight_price,total_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price
238178,electronics,2022-07-02,12,466.49,98.97,5597.88,10,22,5,883,2.1,10,5,1,0,7,2022,0.812,3244,548.76,0.02,76.38,528.78,0.54,121.09,524.48,0.21,42.75,453.68
779718,furniture,2023-04-15,8,566.42,36.9,4531.36,17,80,2,3353,4.2,42,5,1,0,4,2023,0.246,4756,633.0,0.2,89.63,612.47,0.19,46.29,624.19,0.41,126.64,589.37
321716,furniture,2023-02-21,19,811.56,143.21,15419.64,17,213,2,2638,2.9,62,1,0,0,2,2023,0.821,2333,771.7,0.74,141.34,743.7,0.5,142.12,695.47,0.89,172.56,809.67
819572,beauty,2023-11-24,19,638.4,47.29,12129.6,7,137,4,2463,4.0,42,4,0,0,11,2023,0.861,4305,746.83,0.87,163.66,684.01,0.18,92.93,658.01,0.03,87.99,607.56
857862,sports,2022-10-31,17,493.26,89.23,8385.42,9,181,1,2848,3.4,11,0,0,1,10,2022,0.666,1769,560.69,0.7,69.02,542.42,0.69,40.94,554.85,0.44,115.51,476.95
720175,electronics,2022-07-26,4,591.31,78.97,2365.24,10,195,3,2524,2.7,12,1,0,0,7,2022,0.031,3841,528.28,0.82,109.89,550.9,0.9,89.14,553.29,0.12,43.95,617.83
397180,sports,2022-02-05,7,557.56,107.96,3902.92,15,149,5,1782,3.7,58,5,1,0,2,2022,0.561,602,540.6,0.59,33.81,499.87,0.68,46.17,524.51,0.23,50.15,589.5
957617,electronics,2022-01-06,14,406.82,24.59,5695.48,7,152,1,135,3.3,42,3,0,0,1,2022,0.833,3235,392.44,0.51,57.32,407.53,0.88,44.21,474.55,0.41,37.1,417.78
717444,fashion,2022-09-30,15,573.54,92.35,8603.1,20,74,1,236,3.0,43,4,0,1,9,2022,0.366,3620,634.06,0.97,79.4,572.68,0.73,80.89,656.47,0.1,120.28,618.13
681254,electronics,2023-11-07,7,415.91,32.85,2911.37,7,77,5,3476,3.6,22,1,0,0,11,2023,0.283,5825,429.79,0.08,61.54,375.84,0.44,46.18,497.36,0.83,83.31,417.71
870767,electronics,2023-01-18,3,689.12,128.5,2067.36,23,54,4,3743,1.3,21,2,0,1,1,2023,0.321,2753,650.12,0.42,44.4,631.99,0.54,80.73,705.73,0.08,128.71,733.73
893321,electronics,2023-10-15,3,872.95,64.59,2618.85,18,88,3,1275,4.6,33,6,1,0,10,2023,0.423,241,812.52,0.28,63.19,894.66,0.53,115.77,779.97,0.59,65.34,804.38
169970,kitchen,2022-03-16,14,865.08,55.99,12111.12,11,164,3,1290,2.3,43,2,0,0,3,2022,0.07,474,873.84,0.12,94.98,895.01,0.39,47.79,737.82,0.16,48.88,949.11
893391,kitchen,2022-03-10,9,744.04,143.32,6696.36,12,233,5,2098,1.9,38,3,0,0,3,2022,0.238,3867,805.86,0.61,84.38,772.5,0.09,95.38,816.32,0.11,127.99,799.78
788521,fashion,2023-09-01,10,553.53,34.71,5535.3,18,121,4,3258,4.1,70,4,0,0,9,2023,0.647,5724,569.06,0.26,72.28,660.76,0.7,85.04,628.72,0.46,98.06,597.09
285869,sports,2022-03-19,16,681.92,64.72,10910.72,6,158,5,3008,1.9,15,5,1,0,3,2022,0.472,6255,641.93,0.46,90.8,589.09,0.05,99.29,681.85,0.35,91.58,733.79
376898,beauty,2022-02-07,1,184.9,39.74,184.9,19,218,1,2839,5.0,38,0,0,0,2,2022,0.247,5696,197.29,0.14,18.59,208.05,0.2,30.41,184.72,0.05,34.47,197.56
777397,beauty,2022-10-22,15,446.75,94.68,6701.25,16,175,3,279,2.7,19,5,1,0,10,2022,0.931,2511,535.93,0.39,93.17,434.75,0.45,36.74,511.12,0.06,68.36,409.68
294959,sports,2023-11-07,6,253.86,56.06,1523.16,9,80,4,2211,2.2,1,1,0,0,11,2023,0.296,3532,231.48,0.2,28.97,282.68,0.99,47.37,232.31,0.3,51.41,274.69
507173,kitchen,2023-05-19,18,33.04,3.81,594.72,22,84,1,3788,1.2,33,4,0,1,5,2023,0.129,6239,34.19,0.9,2.12,36.59,0.31,2.09,28.82,0.78,5.92,30.85
720010,kitchen,2022-03-14,19,871.06,135.55,16550.14,17,166,3,2992,1.2,5,0,0,0,3,2022,0.199,5904,854.93,0.52,84.42,929.37,0.79,108.42,1034.81,0.85,121.23,935.14
685439,furniture,2023-09-04,10,781.55,159.96,7815.5,8,86,1,4053,1.4,30,0,0,0,9,2023,0.297,3286,724.06,0.8,117.32,836.96,0.42,145.65,812.69,0.07,185.98,790.7
918816,kitchen,2023-09-08,7,476.92,36.91,3338.44,18,77,5,3505,1.0,50,4,0,0,9,2023,0.523,3470,551.52,0.49,94.52,516.15,0.22,90.22,534.31,0.17,79.3,456.21
200383,electronics,2023-08-08,5,251.11,48.94,1255.55,13,156,4,4508,2.3,30,1,0,0,8,2023,0.066,671,297.62,0.04,62.48,279.15,0.03,24.03,297.35,0.34,42.49,241.81
365516,toys,2023-10-21,4,632.89,43.98,2531.56,20,166,1,2903,2.2,54,5,1,0,10,2023,0.855,1348,615.53,0.69,61.0,567.11,0.09,66.83,717.47,0.65,139.33,603.74
986390,fashion,2022-06-25,19,408.28,94.99,7757.32,14,78,3,2889,2.7,24,5,1,0,6,2022,0.877,3799,396.67,0.05,64.44,398.6,0.42,56.42,413.86,0.29,99.85,426.68
611949,beauty,2023-12-17,4,728.91,129.35,2915.64,24,31,1,2831,1.9,32,6,1,0,12,2023,0.318,3719,642.98,0.4,93.37,834.39,0.4,110.38,784.92,0.22,44.47,763.26
323836,toys,2022-08-23,9,899.58,133.73,8096.22,23,196,5,1396,1.3,70,1,0,0,8,2022,0.775,4109,959.14,0.55,210.73,937.15,0.63,175.32,963.71,0.59,81.96,886.56
360850,kitchen,2023-08-09,10,333.7,49.04,3337.0,5,110,1,2236,1.3,20,2,0,0,8,2023,0.6,2325,286.75,0.78,56.2,299.64,0.06,59.34,391.74,0.68,82.68,328.85
405290,toys,2023-02-27,13,242.63,20.93,3154.19,13,165,4,926,1.7,40,0,0,0,2,2023,0.845,1742,248.37,0.9,18.97,287.9,0.28,16.75,218.22,0.49,30.19,228.72
598856,kitchen,2023-07-24,17,262.62,31.3,4464.54,9,59,1,2207,2.3,57,0,0,0,7,2023,0.277,3276,237.27,0.2,57.36,314.03,0.02,62.51,287.17,0.67,63.68,257.27
356087,electronics,2023-04-04,11,111.21,21.73,1223.31,14,92,1,833,1.6,29,1,0,0,4,2023,0.61,6175,120.7,0.66,14.61,114.48,0.87,25.84,128.11,0.0,15.41,114.83
659675,electronics,2023-04-15,15,372.82,58.98,5592.3,7,159,5,2505,2.5,25,5,1,0,4,2023,0.073,6800,438.11,0.47,105.55,386.47,0.4,89.96,363.75,0.33,89.16,382.16
500740,electronics,2023-03-26,11,45.16,7.04,496.76,15,48,2,4775,4.7,56,6,1,0,3,2023,0.009,556,39.79,0.77,4.26,43.0,0.58,2.63,49.58,0.61,4.62,41.82
649301,toys,2023-07-23,9,129.52,11.53,1165.68,8,92,1,2315,2.0,6,6,1,0,7,2023,0.875,2617,145.35,0.94,20.9,133.49,0.71,30.27,121.42,0.65,29.11,135.52
239608,kitchen,2023-06-24,3,266.38,50.1,799.14,17,185,4,3719,1.7,21,5,1,0,6,2023,0.295,3744,303.86,0.53,48.65,316.75,0.27,26.21,234.63,0.19,48.79,292.47
661191,fashion,2022-04-09,4,169.08,21.71,676.32,14,197,2,2251,3.7,33,5,1,0,4,2022,0.445,1668,154.15,0.29,9.67,158.78,0.13,18.68,145.22,0.33,35.55,179.59
932266,kitchen,2023-08-27,9,666.98,57.73,6002.82,24,101,3,4538,3.0,18,6,1,0,8,2023,0.232,2602,782.32,0.8,151.09,638.04,0.58,80.61,690.64,0.23,56.88,601.34
221571,furniture,2023-01-27,1,121.88,29.1,121.88,22,46,5,1130,1.2,43,4,0,0,1,2023,0.877,1074,130.09,0.53,9.23,141.88,0.9,15.58,105.8,0.9,12.77,129.73
394698,toys,2022-08-24,7,783.41,118.58,5483.87,17,25,4,4188,4.2,49,2,0,0,8,2022,0.385,3354,812.57,0.88,67.31,771.3,0.89,84.03,828.34,0.3,74.15,709.77
724185,toys,2023-01-11,9,222.37,34.6,2001.33,13,147,2,3651,3.9,77,2,0,0,1,2023,0.179,6210,241.27,0.57,26.07,264.71,0.31,22.2,218.24,0.88,47.13,206.1
655663,electronics,2023-12-07,9,124.47,30.65,1120.23,19,179,2,4455,4.9,48,3,0,0,12,2023,0.608,6514,118.35,0.94,28.66,121.03,0.27,22.0,106.1,0.88,11.0,118.06
707274,beauty,2023-09-19,16,38.79,4.78,620.64,18,156,2,751,4.8,47,1,0,0,9,2023,0.205,301,33.32,0.02,8.15,33.03,0.35,5.49,36.05,0.53,5.59,38.73
603607,fashion,2023-09-01,19,652.23,155.62,12392.37,7,113,4,4484,3.3,58,4,0,0,9,2023,0.261,4529,655.31,0.74,96.9,772.11,0.25,133.35,722.96,0.87,64.09,697.18
714328,electronics,2022-12-04,14,253.26,47.86,3545.64,12,25,4,4552,3.7,17,6,1,0,12,2022,0.673,6370,281.16,0.35,44.05,236.28,0.96,36.45,248.85,0.08,47.65,269.17
648448,toys,2023-07-27,2,473.26,83.59,946.52,24,72,3,1550,2.6,38,3,0,0,7,2023,0.959,5423,554.44,0.67,51.21,517.25,0.03,48.71,522.45,0.13,103.76,461.19
166663,electronics,2022-10-09,8,127.11,12.31,1016.88,11,28,2,3161,4.6,66,6,1,0,10,2022,0.755,620,127.18,0.94,16.99,110.15,0.19,18.42,144.3,0.41,10.54,126.45
776154,furniture,2023-05-16,14,887.21,53.54,12420.94,5,126,1,2974,3.2,14,1,0,0,5,2023,0.124,2850,836.0,0.65,206.39,986.48,0.03,178.3,1001.6,0.69,187.48,828.72
502154,electronics,2023-04-12,12,139.08,19.13,1668.96,21,90,5,339,2.3,24,2,0,1,4,2023,0.313,5318,124.61,0.74,25.94,128.93,0.85,7.79,150.86,0.97,12.54,151.65
146305,kitchen,2022-07-02,9,388.38,20.21,3495.42,23,36,4,2673,1.0,18,5,1,0,7,2022,0.796,6861,457.29,0.16,86.65,438.9,0.47,108.65,431.61,0.47,103.95,370.76
468131,sports,2022-07-14,9,770.94,49.49,6938.46,18,160,4,3329,3.3,76,3,0,0,7,2022,0.275,2196,717.61,0.17,75.84,916.12,0.23,152.04,809.05,0.01,182.83,725.45
491661,fashion,2022-02-14,8,243.05,41.09,1944.4,17,105,1,1104,3.1,28,0,0,0,2,2022,0.74,2125,284.1,0.57,57.56,210.44,0.4,37.39,246.13,0.18,22.23,266.75
178040,electronics,2022-04-13,12,262.27,51.11,3147.24,12,241,2,1871,4.2,26,2,0,0,4,2022,0.472,1899,239.8,0.43,58.35,256.71,0.11,42.08,228.59,0.44,26.98,247.15
996478,electronics,2022-11-13,4,733.39,61.3,2933.56,12,116,2,2968,1.7,65,6,1,1,11,2022,0.884,6285,628.04,0.11,155.5,807.11,0.11,151.85,873.68,0.69,147.79,686.7
300130,toys,2022-12-15,10,267.81,52.62,2678.1,23,40,3,4655,4.3,72,3,0,0,12,2022,0.359,1423,248.66,0.73,42.26,321.04,0.95,58.23,306.4,0.59,64.76,293.67
397591,beauty,2022-05-01,4,32.5,7.8,130.0,22,182,4,396,1.1,1,6,1,0,5,2022,0.935,2688,33.23,0.7,2.73,31.75,0.7,6.66,35.27,0.88,8.42,29.75
496865,toys,2022-11-01,13,402.28,79.91,5229.64,14,181,5,4686,3.3,70,1,0,0,11,2022,0.407,1114,391.03,0.09,94.95,482.03,0.64,39.68,432.63,0.27,57.89,364.72
849254,kitchen,2023-03-18,17,40.91,8.47,695.47,11,233,3,4099,2.6,56,5,1,0,3,2023,0.726,6589,47.77,0.05,7.56,47.65,0.47,3.94,43.03,0.54,6.36,40.55
768614,kitchen,2022-06-19,10,821.52,156.21,8215.2,8,179,2,4245,2.3,69,6,1,0,6,2022,0.195,650,855.02,0.38,49.31,905.12,0.49,85.01,725.44,0.14,58.99,788.11
793865,beauty,2022-09-04,8,588.38,55.87,4707.04,5,103,3,333,2.7,7,6,1,0,9,2022,0.531,3649,524.38,0.63,34.77,578.77,0.77,140.46,565.9,0.65,67.85,631.92
313355,sports,2022-09-26,18,537.22,65.64,9669.96,14,173,4,2882,1.9,4,0,0,0,9,2022,0.31,1254,574.22,0.89,95.01,557.59,0.05,67.7,520.49,0.76,129.29,562.47
860890,kitchen,2023-01-04,13,205.38,49.26,2669.94,16,203,2,1906,1.7,27,2,0,0,1,2023,0.013,2968,202.53,0.43,43.96,226.35,0.67,25.63,231.63,0.51,55.01,207.05
846774,fashion,2022-09-25,9,638.95,116.44,5750.55,18,138,3,4603,4.2,68,6,1,0,9,2022,0.437,4201,694.94,0.08,165.61,696.46,0.55,66.76,678.4,0.45,90.06,576.34
517472,kitchen,2023-06-22,1,619.21,128.67,619.21,21,202,4,3730,1.9,40,3,0,0,6,2023,0.172,4948,696.71,0.84,166.44,588.83,0.31,86.13,612.62,0.19,57.99,590.17
591217,electronics,2022-08-28,1,82.6,20.13,82.6,12,242,3,3284,3.9,57,6,1,0,8,2022,0.959,4073,98.7,0.12,16.36,86.32,0.22,19.95,79.7,0.93,13.12,89.05
133425,furniture,2022-11-13,5,796.34,76.68,3981.7,8,193,3,236,3.8,20,6,1,0,11,2022,0.809,3106,837.61,0.64,206.29,909.63,0.86,168.13,914.88,0.61,123.19,756.26
784378,beauty,2022-10-05,5,534.09,61.07,2670.45,21,135,4,4388,1.1,27,2,0,0,10,2022,0.74,2111,522.53,0.41,41.76,542.78,0.93,47.52,600.84,0.82,120.48,483.64
964829,toys,2022-05-14,14,719.45,128.75,10072.3,20,133,2,2499,4.5,70,5,1,0,5,2022,0.453,5659,720.72,0.91,49.68,754.12,0.1,164.0,816.28,0.02,143.65,680.75
525299,electronics,2023-05-16,10,258.74,14.2,2587.4,15,212,1,884,4.2,39,1,0,0,5,2023,0.259,4823,256.39,0.7,14.37,249.59,0.17,59.68,255.74,0.25,46.58,272.02
586450,electronics,2022-06-21,19,136.18,22.37,2587.42,5,220,4,4382,4.2,62,1,0,0,6,2022,0.324,4769,137.23,0.0,28.11,123.38,0.67,23.76,138.6,0.48,17.31,145.98
549274,electronics,2022-08-05,11,641.13,135.75,7052.43,14,80,3,4530,4.2,51,4,0,0,8,2022,0.204,5433,551.71,0.37,128.72,559.77,0.77,94.45,673.6,0.54,116.82,613.6
174380,beauty,2023-08-02,18,720.68,124.02,12972.24,17,22,2,2533,3.3,14,2,0,0,8,2023,0.552,1698,674.96,0.18,147.12,715.0,0.49,131.81,660.96,0.4,124.21,682.08
657746,fashion,2023-11-24,11,365.85,39.91,4024.35,22,205,1,3341,5.0,75,4,0,0,11,2023,0.811,6865,437.45,0.28,104.08,391.87,0.93,77.27,357.36,0.34,64.18,390.54
749300,fashion,2023-05-05,7,50.61,9.86,354.27,15,74,5,3091,1.7,75,4,0,0,5,2023,0.187,6452,59.46,0.4,9.49,56.48,0.87,12.53,51.72,0.45,9.78,47.54
935172,electronics,2023-10-31,14,741.88,58.76,10386.32,14,249,4,1586,1.3,62,1,0,0,10,2023,0.005,3190,643.14,0.54,130.31,652.42,0.13,118.57,804.67,0.37,183.5,721.6
936806,toys,2023-09-16,9,209.3,47.92,1883.7,12,28,2,3767,3.8,38,5,1,0,9,2023,0.126,1586,249.66,0.8,29.3,201.24,0.14,31.45,210.83,0.04,21.85,204.3
542630,kitchen,2022-12-18,6,324.96,22.81,1949.76,13,229,4,4989,2.2,34,6,1,0,12,2022,0.461,2747,366.29,0.09,74.47,368.1,0.09,31.84,293.8,0.69,23.87,318.2
963084,beauty,2023-07-17,9,576.56,128.4,5189.04,5,175,3,4677,3.4,24,0,0,0,7,2023,0.019,2843,490.63,0.44,98.42,512.73,0.88,64.01,575.86,0.77,32.78,527.55
575791,sports,2022-08-28,13,116.96,17.49,1520.48,7,89,2,3465,2.6,51,6,1,0,8,2022,0.403,6817,136.81,0.85,18.76,140.08,0.56,9.37,121.17,0.31,23.02,125.0
677839,electronics,2022-12-03,8,92.64,12.57,741.12,20,28,2,1865,2.3,25,5,1,0,12,2022,0.111,2163,109.88,0.43,6.46,99.26,0.94,19.43,99.84,0.97,11.69,87.36
641796,beauty,2023-01-26,14,52.36,7.86,733.04,12,214,1,4551,4.6,15,3,0,0,1,2023,0.108,6606,56.03,0.52,5.79,61.73,0.73,15.34,60.15,0.99,9.09,50.97
998812,kitchen,2023-12-03,19,827.48,74.51,15722.12,22,47,5,4644,1.6,5,6,1,0,12,2023,0.713,1771,931.67,0.78,211.52,914.86,0.73,63.3,770.69,0.57,49.84,850.21
763762,sports,2023-09-12,8,300.9,42.59,2407.2,12,41,5,127,1.8,34,1,0,0,9,2023,0.999,6503,290.79,0.71,48.69,357.28,0.13,49.32,314.71,0.79,74.08,319.17
208004,furniture,2022-12-24,6,604.77,133.02,3628.62,24,201,5,1758,3.7,65,5,1,0,12,2022,0.194,6524,635.2,0.51,83.22,654.89,0.11,124.44,602.4,0.55,101.02,615.3
164665,beauty,2023-04-22,8,890.63,187.2,7125.04,8,175,2,2806,4.1,63,5,1,1,4,2023,0.23,4339,985.07,0.97,235.9,840.6,0.93,47.06,971.17,0.26,72.78,865.99
468892,toys,2022-05-28,16,612.42,50.59,9798.72,8,49,5,2931,4.3,68,5,1,0,5,2022,0.296,932,640.86,0.04,79.01,692.09,0.48,95.45,707.95,0.07,92.93,551.83
564118,fashion,2023-08-11,4,486.83,89.91,1947.32,16,98,2,3591,1.9,48,4,0,0,8,2023,0.785,4400,465.71,0.05,53.84,452.33,0.99,94.52,495.1,0.34,55.74,486.35
701760,electronics,2023-02-08,19,483.2,106.96,9180.8,21,173,5,2616,4.5,69,2,0,0,2,2023,0.506,6397,520.51,0.43,106.24,506.27,0.32,55.0,553.49,0.19,123.61,489.22
533431,beauty,2023-01-24,8,357.92,76.58,2863.36,7,171,1,167,3.4,62,1,0,0,1,2023,0.571,6510,409.26,0.16,49.55,350.96,0.62,63.85,304.49,0.92,68.58,347.86
563176,toys,2023-07-14,16,551.81,74.56,8828.96,15,103,2,912,4.3,64,4,0,0,7,2023,0.547,3310,630.5,0.22,87.8,623.37,0.57,106.89,645.22,0.97,134.27,566.1
929515,kitchen,2023-04-08,15,864.15,51.52,12962.25,9,114,3,3836,1.3,41,5,1,0,4,2023,0.937,3462,774.5,0.15,150.63,964.24,0.07,183.21,973.01,0.53,124.19,913.9
401390,sports,2022-02-22,15,715.6,169.05,10734.0,19,38,5,3497,2.4,7,1,0,0,2,2022,0.035,2812,719.82,0.69,97.91,824.63,0.52,80.84,641.78,0.56,153.15,649.13
544155,furniture,2022-07-30,18,399.08,51.55,7183.44,16,22,2,3292,3.1,31,5,1,0,7,2022,0.158,1651,344.63,0.42,39.45,373.71,0.92,31.27,433.54,0.93,45.55,423.94
601646,electronics,2022-05-10,4,319.23,39.01,1276.92,18,242,3,2260,3.3,67,1,0,0,5,2022,0.382,4644,342.04,0.83,18.15,382.8,0.45,20.43,328.8,0.75,59.94,325.01
521488,toys,2023-06-21,12,798.67,161.25,9584.04,10,73,5,1446,1.4,59,2,0,0,6,2023,0.488,6899,746.56,0.25,165.82,904.0,0.47,132.05,950.21,0.16,146.99,770.8
971307,kitchen,2022-01-26,2,148.13,15.23,296.26,10,233,3,1609,3.2,1,2,0,0,1,2022,0.114,2017,174.15,0.62,27.05,145.96,0.7,12.75,141.69,0.95,19.49,153.87
965979,furniture,2022-05-28,6,769.14,166.86,4614.84,17,29,4,3475,3.7,8,5,1,0,5,2022,0.893,5926,820.2,0.21,180.66,688.14,0.78,124.03,817.71,0.57,71.71,800.5
561808,sports,2023-03-13,1,251.92,16.43,251.92,12,247,3,2571,2.4,53,0,0,0,3,2023,0.678,851,249.46,0.01,43.3,244.94,0.83,39.15,260.23,0.02,25.5,264.92
505518,electronics,2023-05-23,13,652.6,129.31,8483.8,18,118,1,741,3.0,78,1,0,0,5,2023,0.932,581,721.78,0.69,65.06,578.96,0.45,125.49,605.22,0.2,129.73,641.2
630071,electronics,2023-01-03,12,731.41,177.85,8776.92,8,205,2,2057,2.2,58,1,0,0,1,2023,0.941,6325,674.79,0.15,82.75,779.23,0.44,163.94,829.99,0.8,152.5,742.59
262795,furniture,2023-09-21,15,444.99,110.87,6674.85,11,213,3,4137,4.5,75,3,0,0,9,2023,0.513,964,392.48,0.69,52.38,395.83,0.47,48.39,493.96,0.13,116.69,442.89
483382,kitchen,2023-11-02,4,197.29,46.32,789.16,7,100,1,3035,3.4,6,3,0,0,11,2023,0.853,3014,173.73,0.69,34.39,197.42,0.97,21.57,205.27,0.85,38.23,191.92
295224,fashion,2022-04-07,7,764.95,171.47,5354.65,6,189,2,4344,3.2,70,3,0,0,4,2022,0.737,6198,806.24,0.67,128.7,828.94,0.93,55.07,902.96,0.79,56.12,708.23
229645,furniture,2023-11-27,13,349.73,36.99,4546.49,10,96,5,2592,4.8,11,0,0,0,11,2023,0.361,2572,406.07,0.59,72.0,352.73,0.62,71.0,410.7,0.04,30.09,379.04
185668,fashion,2023-03-25,16,308.99,75.19,4943.84,14,201,1,2478,3.7,70,5,1,0,3,2023,0.657,2247,286.73,0.88,57.52,357.99,0.28,53.43,351.1,0.33,68.36,285.96
628360,fashion,2023-04-10,17,473.71,111.6,8053.07,7,240,2,4751,2.1,77,0,0,0,4,2023,0.953,477,528.67,0.08,55.39,442.61,0.9,51.9,427.92,0.51,42.87,487.8
100511,kitchen,2022-03-11,2,408.53,64.09,817.06,6,205,4,2586,3.6,41,4,0,0,3,2022,0.764,4935,352.63,0.93,79.83,422.16,0.17,80.51,475.1,0.08,47.38,400.35
681554,kitchen,2023-03-30,8,624.26,81.41,4994.08,22,187,3,762,4.8,43,3,0,0,3,2023,0.709,2376,607.82,0.07,85.49,730.14,0.11,76.53,597.44,0.58,78.42,664.39
488750,toys,2023-06-14,1,149.36,10.73,149.36,15,105,2,2070,1.1,40,2,0,1,6,2023,0.222,1001,161.13,0.5,29.36,145.42,0.41,21.17,156.76,0.98,31.2,148.5
429834,beauty,2023-02-28,16,409.05,68.77,6544.8,19,44,1,3273,3.5,44,1,0,0,2,2023,0.831,3428,465.98,0.92,43.63,415.37,0.69,56.99,487.24,0.6,86.61,383.4
792317,fashion,2022-03-03,3,805.78,153.19,2417.34,19,136,5,1792,1.6,65,3,0,0,3,2022,0.39,1359,950.91,0.27,91.93,948.0,0.05,98.64,750.05,0.49,66.64,749.48
584874,toys,2023-01-17,16,61.37,8.03,981.92,7,49,3,2110,4.3,23,1,0,1,1,2023,0.624,5971,65.75,0.84,12.95,62.89,0.31,13.09,56.46,0.87,12.94,60.04
760119,kitchen,2023-11-15,3,427.88,56.14,1283.64,17,136,3,4377,3.6,23,2,0,0,11,2023,0.678,5282,432.99,0.59,51.99,493.13,0.78,94.42,491.28,0.96,120.09,430.87
738526,furniture,2023-06-13,1,604.66,99.56,604.66,22,219,1,2232,4.7,77,1,0,0,6,2023,0.515,6862,526.79,0.86,118.63,712.99,0.66,109.73,516.72,0.9,107.68,620.31
128934,fashion,2022-04-11,17,802.31,44.57,13639.27,13,46,2,1593,3.7,68,0,0,0,4,2022,0.166,6859,759.37,0.05,138.93,753.88,0.08,141.92,730.89,0.04,64.77,858.29
293942,beauty,2023-12-02,9,546.59,132.04,4919.31,22,227,1,628,1.1,43,5,1,0,12,2023,0.697,5892,641.2,0.56,117.39,614.94,0.2,41.74,527.22,0.1,110.05,532.85
612984,beauty,2023-12-01,9,747.3,80.69,6725.7,23,157,5,2073,3.0,16,4,0,0,12,2023,0.247,3614,787.66,0.19,99.29,806.2,0.73,109.62,828.31,0.62,127.83,789.33
977990,fashion,2022-05-04,13,223.74,17.49,2908.62,15,30,4,3856,4.6,76,2,0,0,5,2022,0.265,1357,217.01,0.02,50.03,267.45,0.12,45.47,227.8,0.23,12.69,211.43
238854,furniture,2023-08-08,6,336.94,17.22,2021.64,7,185,3,1569,1.9,70,1,0,0,8,2023,0.127,491,315.74,0.69,75.44,355.45,0.01,45.77,332.78,0.52,61.07,362.43
195002,furniture,2022-10-24,14,849.66,188.1,11895.24,17,20,4,2406,1.3,26,0,0,0,10,2022,0.62,822,756.01,0.75,76.8,957.97,0.99,184.72,995.43,0.84,244.27,781.23
946967,electronics,2023-03-10,9,800.8,178.29,7207.2,22,160,1,3317,3.9,43,4,0,0,3,2023,0.117,1793,891.34,0.74,136.3,777.57,0.61,120.09,892.55,0.94,121.67,849.46
970120,sports,2022-11-21,6,515.42,35.6,3092.52,16,136,5,4646,3.0,34,0,0,0,11,2022,0.345,6204,512.5,0.73,118.59,547.5,0.43,69.3,552.27,0.33,34.61,491.51
250628,kitchen,2023-07-26,8,443.67,35.69,3549.36,21,191,3,4089,1.2,67,2,0,1,7,2023,0.89,1646,522.55,0.8,36.71,498.02,0.6,66.27,429.92,0.85,41.32,457.58
461536,kitchen,2023-12-29,1,422.43,58.96,422.43,15,106,3,1502,2.1,55,4,0,0,12,2023,0.453,830,426.25,0.47,46.68,502.02,0.67,97.01,486.05,0.5,78.59,426.14
663974,sports,2023-08-04,6,81.15,7.07,486.9,13,47,5,905,2.3,39,4,0,0,8,2023,0.895,6559,92.22,0.35,22.21,76.13,0.5,4.81,76.17,0.66,15.86,82.42
275704,beauty,2023-11-11,12,806.37,158.99,9676.44,23,109,1,3386,3.7,77,5,1,0,11,2023,0.493,3162,722.17,0.77,106.16,707.68,0.66,154.01,952.38,0.13,82.96,883.85
393614,beauty,2023-11-22,3,741.79,45.7,2225.37,8,195,3,1348,2.9,49,2,0,0,11,2023,0.179,3050,669.7,0.67,160.93,884.0,0.71,54.34,698.15,0.06,65.54,756.4
455759,electronics,2022-03-07,3,426.94,68.29,1280.82,13,239,1,2023,2.9,39,0,0,0,3,2022,0.759,2250,403.72,0.2,50.88,452.95,0.18,34.67,485.44,0.78,113.82,402.62
677404,sports,2022-07-04,13,273.11,34.56,3550.43,8,67,3,610,4.2,74,0,0,0,7,2022,0.353,6644,250.42,0.44,38.94,233.79,0.42,49.57,319.53,0.6,72.32,268.22
377257,toys,2023-06-11,9,328.34,46.95,2955.06,18,100,2,3894,2.1,36,6,1,0,6,2023,0.966,2567,391.34,0.18,55.11,338.85,0.3,42.32,305.12,0.82,71.13,301.86
471032,beauty,2023-03-07,3,137.15,18.51,411.45,23,221,3,884,3.7,34,1,0,0,3,2023,0.262,6045,155.37,0.78,21.98,161.51,0.8,22.92,127.59,0.12,10.87,132.64
360624,fashion,2022-02-06,15,657.96,53.05,9869.4,24,91,4,1965,2.5,31,6,1,0,2,2022,0.822,6946,639.5,0.25,149.35,785.97,0.77,97.89,577.37,0.17,136.57,630.71
783677,fashion,2022-03-11,15,514.3,48.37,7714.5,9,76,2,2093,2.7,18,4,0,0,3,2022,0.494,3265,530.73,0.62,100.27,495.78,0.81,34.02,498.6,0.06,58.83,529.08
237731,toys,2023-01-15,1,233.67,14.71,233.67,19,211,1,308,3.2,23,6,1,0,1,2023,0.842,4964,242.23,0.74,57.93,262.57,0.44,45.09,239.53,0.65,36.74,253.01
307610,electronics,2023-03-26,4,572.01,41.79,2288.04,22,133,1,3901,3.8,8,6,1,0,3,2023,0.183,369,607.77,0.99,70.44,578.04,0.58,108.56,503.42,0.62,71.12,547.0
324990,kitchen,2022-05-03,8,881.93,216.58,7055.44,21,154,4,3130,4.8,58,1,0,0,5,2022,0.634,5515,781.62,0.43,194.45,872.5,0.71,76.77,794.81,0.43,195.18,943.24
